;;;;;;1213;RAPPORT DATA;;
Code;Conducteur;Famille;Type;Marque;Telephone;Immat;Heure de départ;Heure d'arrêt;Durée;Chantier;CAA;KM;Carburant Depart;Carburant Arrêt;Consomation Carburant
C085;;;;;;;22/12/2025 10:39;10:47;0:08:29;Hors Chantier;Attente;0,0 ;;;
PL56;;;;;;;22/12/2025 10:39;10:50;0:11:30;Hors Chantier;Arrêt;0,0 ;;;
PL56;;;;;;;22/12/2025 10:39;10:50;0:11:30;Hors Chantier;Arrêt;0,0 ;;;
PL56;;;;;;;22/12/2025 10:39;10:50;0:11:30;Hors Chantier;Arrêt;0,0 ;;;
PL49;;;;;;;22/12/2025 10:39;10:51;0:12:08;Hors Chantier;Arrêt;0,0 ;;;
C105;;;;;;;22/12/2025 10:39;10:45;0:06:16;Hors Chantier;Course;1,13 ;;;
C129;;;;;;;22/12/2025 10:39;10:58;0:18:32;Hors Chantier;Course;6,16 ;;;
C097;;;;;;;22/12/2025 10:39;11:03;0:23:48;Hors Chantier;Attente;0,0 ;;;
TR06;;;;;;;22/12/2025 10:39;10:43;0:03:26;Hors Chantier;Attente;0,0 ;;;
V040;;;;;;;22/12/2025 10:39;10:43;0:04:18;Hors Chantier;Arrêt;0,0 ;;;
V040;;;;;;;22/12/2025 10:39;10:43;0:04:18;Hors Chantier;Arrêt;0,0 ;;;
V040;;;;;;;22/12/2025 10:39;10:43;0:04:18;Hors Chantier;Arrêt;0,0 ;;;
C069;;;;;;;22/12/2025 10:39;10:40;0:01:00;Hors Chantier;Arrêt;0,0 ;;;
PK37WW;;;;;;;22/12/2025 10:39;10:49;0:09:26;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 10:39;10:39;0:00:08;Hors Chantier;Arrêt;0,0 ;;;
C101;;;;;;;22/12/2025 10:39;10:41;0:02:02;Hors Chantier;Attente;0,0 ;;;
C113;;;;;;;22/12/2025 10:39;10:41;0:01:29;Hors Chantier;Course;0,2 ;;;
PL40;;;;;;;22/12/2025 10:39;10:40;0:00:09;Hors Chantier;Arrêt;0,0 ;;;
PL39;;;;;;;22/12/2025 10:39;11:09;0:29:43;Hors Chantier;Attente;0,0 ;;;
C100;;;;;;;22/12/2025 10:39;10:44;0:04:19;Hors Chantier;Course;1,32 ;;;
PK21;;;;;;;22/12/2025 10:40;11:53;1:13:47;Hors Chantier;Attente;0,0 ;;;
C084;;;;;;;22/12/2025 10:40;10:50;0:10:12;Hors Chantier;Course;4,56 ;;;
PL40;;;;;;;22/12/2025 10:40;10:40;0:00:09;Hors Chantier;Attente;0,0 ;;;
V048;;;;;;;22/12/2025 10:40;10:44;0:04:00;Hors Chantier;Course;0,1 ;;;
C025;;;;;;;22/12/2025 10:40;11:33;0:52:18;Hors Chantier;Course;39,32 ;;;
CH10;;;;;;;22/12/2025 10:40;10:53;0:12:29;Hors Chantier;Arrêt;0,0 ;;;
CH10;;;;;;;22/12/2025 10:40;10:53;0:12:29;Hors Chantier;Arrêt;0,0 ;;;
CH10;;;;;;;22/12/2025 10:40;10:53;0:12:29;Hors Chantier;Arrêt;0,0 ;;;
C110;;;;;;;22/12/2025 10:40;11:04;0:23:38;Hors Chantier;Course;3,91 ;;;
C107;;;;;;;22/12/2025 10:40;10:44;0:03:30;Hors Chantier;Attente;0,0 ;;;
C123;;;;;;;22/12/2025 10:41;10:51;0:10:57;Hors Chantier;Course;1,87 ;;;
C098;;;;;;;22/12/2025 10:41;10:45;0:04:00;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 10:41;10:41;0:00:24;Hors Chantier;Arrêt;0,0 ;;;
C122;;;;;;;22/12/2025 10:41;10:51;0:10:28;Hors Chantier;Course;3,59 ;;;
C103;;;;;;;22/12/2025 10:41;10:49;0:07:43;Hors Chantier;Course;1,29 ;;;
C113;;;;;;;22/12/2025 10:41;10:52;0:11:16;Hors Chantier;Arrêt;0,0 ;;;
C113;;;;;;;22/12/2025 10:41;10:52;0:11:16;Hors Chantier;Arrêt;0,0 ;;;
C113;;;;;;;22/12/2025 10:41;10:52;0:11:16;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 10:41;10:41;0:00:08;Hors Chantier;Attente;0,0 ;;;
C055;;;;;;;22/12/2025 10:41;10:48;0:07:00;Hors Chantier;Arrêt;0,0 ;;;
C069;;;;;;;22/12/2025 10:41;10:42;0:00:26;Hors Chantier;Attente;0,0 ;;;
C101;;;;;;;22/12/2025 10:41;10:44;0:02:24;Hors Chantier;Course;0,1 ;;;
C069;;;;;;;22/12/2025 10:42;10:59;0:17:37;Hors Chantier;Course;6,02 ;;;
PL40;;;;;;;22/12/2025 10:42;10:42;0:00:11;Hors Chantier;Attente;0,0 ;;;
C076;;;;;;;22/12/2025 10:42;10:43;0:00:30;Hors Chantier;Attente;0,0 ;;;
V055;;;;;;;22/12/2025 10:42;10:52;0:09:32;Hors Chantier;Attente;0,0 ;;;
V074WW;;;;;;;22/12/2025 10:42;10:43;0:00:29;Hors Chantier;Course;0,2 ;;;
PL40;;;;;;;22/12/2025 10:42;10:43;0:00:07;Hors Chantier;Arrêt;0,0 ;;;
TR06;;;;;;;22/12/2025 10:43;10:46;0:03:00;Hors Chantier;Course;0,1 ;;;
C029;;;;;;;22/12/2025 10:43;10:44;0:00:56;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 10:43;10:43;0:00:03;Hors Chantier;Arrêt;0,0 ;;;
C076;;;;;;;22/12/2025 10:43;10:54;0:10:24;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 10:43;10:43;0:00:17;Hors Chantier;Arrêt;0,0 ;;;
V074WW;;;;;;;22/12/2025 10:43;10:46;0:02:19;Hors Chantier;Course;0,8 ;;;
V054;;;;;;;22/12/2025 10:43;10:43;0:00:09;Hors Chantier;Attente;0,0 ;;;
V054;;;;;;;22/12/2025 10:43;10:47;0:03:44;Hors Chantier;Course;0,5 ;;;
PK35;;;;;;;22/12/2025 10:43;10:50;0:06:10;Hors Chantier;Course;1,84 ;;;
V040;;;;;;;22/12/2025 10:43;10:49;0:05:23;Hors Chantier;Course;0,7 ;;;
PL40;;;;;;;22/12/2025 10:44;10:44;0:00:01;Hors Chantier;Attente;0,0 ;;;
C029;;;;;;;22/12/2025 10:44;10:45;0:01:00;Hors Chantier;Course;0,1 ;;;
PL40;;;;;;;22/12/2025 10:44;10:44;0:00:22;Hors Chantier;Attente;0,0 ;;;
PK22;;;;;;;22/12/2025 10:44;10:46;0:02:07;Hors Chantier;Arrêt;0,0 ;;;
PK22;;;;;;;22/12/2025 10:44;10:46;0:02:07;Hors Chantier;Arrêt;0,0 ;;;
PK22;;;;;;;22/12/2025 10:44;10:46;0:02:07;Hors Chantier;Arrêt;0,0 ;;;
C101;;;;;;;22/12/2025 10:44;10:49;0:04:54;Hors Chantier;Attente;0,0 ;;;
C100;;;;;;;22/12/2025 10:44;10:46;0:02:02;Hors Chantier;Attente;0,0 ;;;
C107;;;;;;;22/12/2025 10:44;10:48;0:04:20;Hors Chantier;Course;1,32 ;;;
V048;;;;;;;22/12/2025 10:44;10:57;0:13:13;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 10:44;10:44;0:00:01;Hors Chantier;Arrêt;0,0 ;;;
C098;;;;;;;22/12/2025 10:45;10:56;0:11:54;Hors Chantier;Course;1,59 ;;;
C039;;;;;;;22/12/2025 10:45;10:48;0:03:34;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 10:45;10:45;0:00:01;Hors Chantier;Arrêt;0,0 ;;;
C115;;;;;;;22/12/2025 10:45;16:56;6:11:19;Hors Chantier;Arrêt;0,2 ;;;
C115;;;;;;;22/12/2025 10:45;16:56;6:11:19;Hors Chantier;Arrêt;0,2 ;;;
C115;;;;;;;22/12/2025 10:45;16:56;6:11:19;Hors Chantier;Arrêt;0,2 ;;;
V050;;;;;;;22/12/2025 10:45;11:01;0:16:00;Hors Chantier;Arrêt;0,0 ;;;
C054;;;;;;;22/12/2025 10:45;11:01;0:15:44;Hors Chantier;Course;3,07 ;;;
C029;;;;;;;22/12/2025 10:45;10:47;0:01:43;Hors Chantier;Attente;0,0 ;;;
C087;;;;;;;22/12/2025 10:45;14:05;3:20:01;Hors Chantier;Arrêt;0,0 ;;;
C109;;;;;;;22/12/2025 10:45;10:47;0:01:48;Hors Chantier;Course;0,1 ;;;
C105;;;;;;;22/12/2025 10:45;10:48;0:02:51;Hors Chantier;Attente;0,0 ;;;
TR06;;;;;;;22/12/2025 10:46;11:58;1:12:00;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 10:46;10:47;0:00:59;Hors Chantier;Arrêt;0,0 ;;;
C100;;;;;;;22/12/2025 10:46;10:47;0:01:00;Hors Chantier;Course;0,1 ;;;
PK22;;;;;;;22/12/2025 10:46;12:32;1:45:37;Hors Chantier;Course;101,25 ;;;
V074WW;;;;;;;22/12/2025 10:46;11:28;0:41:45;Hors Chantier;Arrêt;0,0 ;;;
C127;;;;;;;22/12/2025 10:46;10:53;0:06:14;Hors Chantier;Course;1,17 ;;;
C130;;;;;;;22/12/2025 10:47;10:49;0:02:00;Hors Chantier;Course;0,1 ;;;
V072;;;;;;;22/12/2025 10:47;10:51;0:04:35;Hors Chantier;Course;1,83 ;;;
PK23;;;;;;;22/12/2025 10:47;11:07;0:20:07;Hors Chantier;Course;17,13 ;;;
PL40;;;;;;;22/12/2025 10:47;10:47;0:00:05;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 10:47;10:47;0:00:01;Hors Chantier;Attente;0,0 ;;;
C100;;;;;;;22/12/2025 10:47;10:53;0:06:15;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 10:47;10:47;0:00:14;Hors Chantier;Attente;0,0 ;;;
C109;;;;;;;22/12/2025 10:47;10:57;0:10:01;Hors Chantier;Arrêt;0,0 ;;;
C109;;;;;;;22/12/2025 10:47;10:57;0:10:01;Hors Chantier;Arrêt;0,0 ;;;
C109;;;;;;;22/12/2025 10:47;10:57;0:10:01;Hors Chantier;Arrêt;0,0 ;;;
C029;;;;;;;22/12/2025 10:47;11:03;0:15:49;Hors Chantier;Attente;0,0 ;;;
V025;;;;;;;22/12/2025 10:48;11:08;0:20:00;Hors Chantier;Arrêt;0,0 ;;;
PK29;;;;;;;22/12/2025 10:48;10:48;0:00:06;Hors Chantier;Attente;0,0 ;;;
PK29;;;;;;;22/12/2025 10:48;10:58;0:10:35;Hors Chantier;Course;7,23 ;;;
V036;;;;;;;22/12/2025 10:48;10:50;0:01:57;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 10:48;10:48;0:00:09;Hors Chantier;Attente;0,0 ;;;
V054;;;;;;;22/12/2025 10:48;11:30;0:42:00;Hors Chantier;Arrêt;0,0 ;;;
C039;;;;;;;22/12/2025 10:48;11:24;0:35:39;Hors Chantier;Course;11,29 ;;;
C105;;;;;;;22/12/2025 10:48;10:56;0:07:30;Hors Chantier;Course;1,30 ;;;
C107;;;;;;;22/12/2025 10:48;10:51;0:02:34;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 10:48;10:49;0:00:46;Hors Chantier;Arrêt;0,0 ;;;
C085;;;;;;;22/12/2025 10:48;11:30;0:42:00;Hors Chantier;Arrêt;0,0 ;;;
C103;;;;;;;22/12/2025 10:49;10:52;0:03:00;Hors Chantier;Attente;0,0 ;;;
C130;;;;;;;22/12/2025 10:49;10:54;0:05:12;Hors Chantier;Attente;0,0 ;;;
C101;;;;;;;22/12/2025 10:49;10:51;0:01:53;Hors Chantier;Course;0,1 ;;;
PK37WW;;;;;;;22/12/2025 10:49;10:52;0:03:30;Hors Chantier;Course;0,7 ;;;
V040;;;;;;;22/12/2025 10:49;11:27;0:38:22;Hors Chantier;Arrêt;0,0 ;;;
V040;;;;;;;22/12/2025 10:49;11:27;0:38:22;Hors Chantier;Arrêt;0,0 ;;;
V040;;;;;;;22/12/2025 10:49;11:27;0:38:22;Hors Chantier;Arrêt;0,0 ;;;
C055;;;;;;;22/12/2025 10:49;10:55;0:06:00;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 10:49;10:49;0:00:01;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 10:49;10:49;0:00:01;Hors Chantier;Attente;0,0 ;;;
C112;;;;;;;22/12/2025 10:49;11:23;0:33:34;Hors Chantier;Course;13,00 ;;;
PK35;;;;;;;22/12/2025 10:50;10:58;0:08:07;Hors Chantier;Arrêt;0,0 ;;;
PK35;;;;;;;22/12/2025 10:50;10:58;0:08:07;Hors Chantier;Arrêt;0,0 ;;;
PK35;;;;;;;22/12/2025 10:50;10:58;0:08:07;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 10:50;10:50;0:00:24;Hors Chantier;Attente;0,0 ;;;
C078;;;;;;;22/12/2025 10:50;11:21;0:30:43;Hors Chantier;Course;20,88 ;;;
C077;;;;;;;22/12/2025 10:50;10:51;0:00:57;Hors Chantier;Attente;0,0 ;;;
V036;;;;;;;22/12/2025 10:50;11:41;0:51:35;Hors Chantier;Arrêt;0,0 ;;;
C084;;;;;;;22/12/2025 10:50;11:35;0:45:06;Hors Chantier;Arrêt;0,0 ;;;
C084;;;;;;;22/12/2025 10:50;11:35;0:45:06;Hors Chantier;Arrêt;0,0 ;;;
C084;;;;;;;22/12/2025 10:50;11:35;0:45:06;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 10:50;10:50;0:00:01;Hors Chantier;Arrêt;0,0 ;;;
CH03;;;;;;;22/12/2025 10:50;10:52;0:01:40;Hors Chantier;Course;0,0 ;;;
PL56;;;;;;;22/12/2025 10:50;10:56;0:05:08;Hors Chantier;Course;0,3 ;;;
C101;;;;;;;22/12/2025 10:51;10:55;0:04:13;Hors Chantier;Attente;0,0 ;;;
PK26;;;;;;;22/12/2025 10:51;10:51;0:00:42;Hors Chantier;Course;0,1 ;;;
V044;;;;;;;22/12/2025 10:51;11:53;1:02:11;Hors Chantier;Attente;0,0 ;;;
C077;;;;;;;22/12/2025 10:51;10:52;0:01:12;Hors Chantier;Course;0,1 ;;;
C107;;;;;;;22/12/2025 10:51;11:01;0:10:34;Hors Chantier;Course;2,73 ;;;
PL40;;;;;;;22/12/2025 10:51;10:51;0:00:14;Hors Chantier;Arrêt;0,0 ;;;
C122;;;;;;;22/12/2025 10:51;10:54;0:02:34;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 10:51;10:51;0:00:03;Hors Chantier;Arrêt;0,0 ;;;
PL49;;;;;;;22/12/2025 10:51;10:53;0:02:06;Hors Chantier;Course;0,1 ;;;
PK34;;;;;;;22/12/2025 10:51;11:26;0:34:48;Hors Chantier;Arrêt;0,0 ;;;
PK34;;;;;;;22/12/2025 10:51;11:26;0:34:48;Hors Chantier;Arrêt;0,0 ;;;
PK34;;;;;;;22/12/2025 10:51;11:26;0:34:48;Hors Chantier;Arrêt;0,0 ;;;
PK26;;;;;;;22/12/2025 10:51;10:56;0:04:44;Hors Chantier;Attente;0,0 ;;;
C102;;;;;;;22/12/2025 10:51;10:54;0:03:00;Hors Chantier;Attente;0,0 ;;;
C123;;;;;;;22/12/2025 10:51;10:55;0:03:58;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 10:51;10:52;0:00:05;Hors Chantier;Arrêt;0,0 ;;;
C103;;;;;;;22/12/2025 10:52;10:58;0:06:15;Hors Chantier;Course;1,16 ;;;
V064 N;;;;;;;22/12/2025 10:52;11:05;0:12:59;Hors Chantier;Course;3,90 ;;;
PL26;;;;;;;22/12/2025 10:52;11:37;0:45:23;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 10:52;10:52;0:00:01;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 10:52;10:53;0:00:43;Hors Chantier;Arrêt;0,0 ;;;
C124;;;;;;;22/12/2025 10:52;10:57;0:05:13;Hors Chantier;Attente;0,0 ;;;
C077;;;;;;;22/12/2025 10:52;10:56;0:04:23;Hors Chantier;Attente;0,0 ;;;
CH03;;;;;;;22/12/2025 10:52;11:05;0:12:49;Hors Chantier;Arrêt;0,0 ;;;
CH03;;;;;;;22/12/2025 10:52;11:05;0:12:49;Hors Chantier;Arrêt;0,0 ;;;
CH03;;;;;;;22/12/2025 10:52;11:05;0:12:49;Hors Chantier;Arrêt;0,0 ;;;
C060;;;;;;;22/12/2025 10:52;10:54;0:02:01;Hors Chantier;Attente;0,0 ;;;
C113;;;;;;;22/12/2025 10:52;11:12;0:20:09;Hors Chantier;Course;2,65 ;;;
V072;;;;;;;22/12/2025 10:52;11:12;0:20:02;Hors Chantier;Arrêt;0,0 ;;;
PK37WW;;;;;;;22/12/2025 10:52;11:16;0:23:15;Hors Chantier;Arrêt;0,0 ;;;
V055;;;;;;;22/12/2025 10:53;10:56;0:03:40;Hors Chantier;Course;1,71 ;;;
PK36WW;;;;;;;22/12/2025 10:53;10:56;0:03:45;Hors Chantier;Attente;0,0 ;;;
C127;;;;;;;22/12/2025 10:53;10:55;0:02:16;Hors Chantier;Attente;0,0 ;;;
CH10;;;;;;;22/12/2025 10:53;10:59;0:05:40;Hors Chantier;Course;0,1 ;;;
CH20;;;;;;;22/12/2025 10:53;10:57;0:04:23;Hors Chantier;Course;1,06 ;;;
C100;;;;;;;22/12/2025 10:53;11:07;0:13:32;Hors Chantier;Course;1,63 ;;;
Hyundai SONATA V068;;;;;;;22/12/2025 10:53;11:12;0:18:25;Hors Chantier;Course;6,78 ;;;
PL49;;;;;;;22/12/2025 10:53;10:57;0:03:12;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 10:53;10:53;0:00:03;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 10:53;10:53;0:00:01;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 10:53;10:54;0:00:04;Hors Chantier;Arrêt;0,0 ;;;
C083;;;;;;;22/12/2025 10:54;11:14;0:20:01;Hors Chantier;Course;2,05 ;;;
C076;;;;;;;22/12/2025 10:54;10:54;0:00:37;Hors Chantier;Attente;0,0 ;;;
C122;;;;;;;22/12/2025 10:54;11:15;0:21:39;Hors Chantier;Course;6,57 ;;;
C130;;;;;;;22/12/2025 10:54;10:59;0:05:00;Hors Chantier;Course;0,2 ;;;
CH15;;;;;;;22/12/2025 10:54;11:10;0:16:01;Hors Chantier;Arrêt;0,0 ;;;
C043;;;;;;;22/12/2025 10:54;10:57;0:02:57;Hors Chantier;Course;0,4 ;;;
C076;;;;;;;22/12/2025 10:54;11:03;0:08:41;Hors Chantier;Course;2,89 ;;;
C102;;;;;;;22/12/2025 10:54;10:56;0:02:00;Hors Chantier;Course;0,1 ;;;
V061;;;;;;;22/12/2025 10:54;10:56;0:01:25;Hors Chantier;Course;0,8 ;;;
C079;;;;;;;22/12/2025 10:55;11:05;0:10:11;Hors Chantier;Arrêt;0,0 ;;;
C079;;;;;;;22/12/2025 10:55;11:05;0:10:11;Hors Chantier;Arrêt;0,0 ;;;
C079;;;;;;;22/12/2025 10:55;11:05;0:10:11;Hors Chantier;Arrêt;0,0 ;;;
CP022;;;;;;;22/12/2025 10:55;10:55;0:00:19;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 10:55;10:55;0:00:03;Hors Chantier;Arrêt;0,0 ;;;
C101;;;;;;;22/12/2025 10:55;11:02;0:06:56;Hors Chantier;Course;1,92 ;;;
C127;;;;;;;22/12/2025 10:55;11:04;0:09:32;Hors Chantier;Course;1,22 ;;;
CP022;;;;;;;22/12/2025 10:55;10:58;0:03:14;Hors Chantier;Course;0,5 ;;;
C055;;;;;;;22/12/2025 10:55;11:21;0:25:52;Hors Chantier;Course;21,39 ;;;
C060;;;;;;;22/12/2025 10:55;11:49;0:53:46;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 10:55;10:55;0:00:06;Hors Chantier;Arrêt;0,0 ;;;
C123;;;;;;;22/12/2025 10:55;10:57;0:02:00;Hors Chantier;Course;0,1 ;;;
PL40;;;;;;;22/12/2025 10:55;10:55;0:00:01;Hors Chantier;Attente;0,0 ;;;
V047;;;;;;;22/12/2025 10:56;10:56;0:00:02;Hors Chantier;Attente;0,0 ;;;
V047;;;;;;;22/12/2025 10:56;11:07;0:11:15;Hors Chantier;Course;4,95 ;;;
PL56;;;;;;;22/12/2025 10:56;12:35;1:39:30;Hors Chantier;Arrêt;0,0 ;;;
PL56;;;;;;;22/12/2025 10:56;12:35;1:39:30;Hors Chantier;Arrêt;0,0 ;;;
PL56;;;;;;;22/12/2025 10:56;12:35;1:39:30;Hors Chantier;Arrêt;0,0 ;;;
C105;;;;;;;22/12/2025 10:56;10:58;0:02:30;Hors Chantier;Attente;0,0 ;;;
V061;;;;;;;22/12/2025 10:56;12:07;1:11:00;Hors Chantier;Arrêt;0,0 ;;;
PK26;;;;;;;22/12/2025 10:56;11:04;0:08:05;Hors Chantier;Course;3,44 ;;;
PL40;;;;;;;22/12/2025 10:56;10:56;0:00:03;Hors Chantier;Attente;0,0 ;;;
V055;;;;;;;22/12/2025 10:56;11:00;0:04:00;Hors Chantier;Attente;0,0 ;;;
V041;;;;;;;22/12/2025 10:56;11:03;0:06:54;Hors Chantier;Arrêt;0,0 ;;;
PK36WW;;;;;;;22/12/2025 10:56;11:11;0:14:52;Hors Chantier;Course;7,26 ;;;
PL40;;;;;;;22/12/2025 10:56;10:56;0:00:02;Hors Chantier;Arrêt;0,0 ;;;
C077;;;;;;;22/12/2025 10:56;11:01;0:04:10;Hors Chantier;Course;0,2 ;;;
C102;;;;;;;22/12/2025 10:56;10:59;0:03:00;Hors Chantier;Attente;0,0 ;;;
C098;;;;;;;22/12/2025 10:56;11:04;0:08:00;Hors Chantier;Attente;0,0 ;;;
PL49;;;;;;;22/12/2025 10:57;11:00;0:03:29;Hors Chantier;Course;0,1 ;;;
CH21;;;;;;;22/12/2025 10:57;10:58;0:01:02;Hors Chantier;Arrêt;0,0 ;;;
C109;;;;;;;22/12/2025 10:57;12:45;1:47:59;Hors Chantier;Course;73,29 ;;;
C043;;;;;;;22/12/2025 10:57;11:36;0:38:26;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 10:57;10:57;0:00:01;Hors Chantier;Attente;0,0 ;;;
C124;;;;;;;22/12/2025 10:57;12:00;1:02:54;Hors Chantier;Course;65,15 ;;;
C123;;;;;;;22/12/2025 10:57;11:02;0:04:36;Hors Chantier;Attente;0,0 ;;;
CH20;;;;;;;22/12/2025 10:57;11:00;0:02:35;Hors Chantier;Arrêt;0,0 ;;;
CH20;;;;;;;22/12/2025 10:57;11:00;0:02:35;Hors Chantier;Arrêt;0,0 ;;;
CH20;;;;;;;22/12/2025 10:57;11:00;0:02:35;Hors Chantier;Arrêt;0,0 ;;;
C129;;;;;;;22/12/2025 10:58;11:08;0:10:28;Hors Chantier;Attente;0,0 ;;;
C103;;;;;;;22/12/2025 10:58;11:02;0:04:29;Hors Chantier;Attente;0,0 ;;;
PK35;;;;;;;22/12/2025 10:58;11:04;0:06:01;Hors Chantier;Course;0,0 ;;;
V048;;;;;;;22/12/2025 10:58;10:59;0:01:02;Hors Chantier;Course;0,9 ;;;
CH21;;;;;;;22/12/2025 10:58;11:27;0:29:10;Hors Chantier;Attente;0,0 ;;;
C105;;;;;;;22/12/2025 10:58;11:14;0:15:33;Hors Chantier;Course;2,42 ;;;
PL40;;;;;;;22/12/2025 10:58;10:58;0:00:01;Hors Chantier;Attente;0,0 ;;;
PK29;;;;;;;22/12/2025 10:58;11:01;0:02:49;Hors Chantier;Course;0,0 ;;;
PL40;;;;;;;22/12/2025 10:59;10:59;0:00:02;Hors Chantier;Attente;0,0 ;;;
CH10;;;;;;;22/12/2025 10:59;11:23;0:24:47;Hors Chantier;Arrêt;0,0 ;;;
CH10;;;;;;;22/12/2025 10:59;11:23;0:24:47;Hors Chantier;Arrêt;0,0 ;;;
CH10;;;;;;;22/12/2025 10:59;11:23;0:24:47;Hors Chantier;Arrêt;0,0 ;;;
C096;;;;;;;22/12/2025 10:59;11:07;0:08:00;Hors Chantier;Attente;0,0 ;;;
C130;;;;;;;22/12/2025 10:59;11:09;0:10:14;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 10:59;10:59;0:00:01;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 10:59;10:59;0:00:01;Hors Chantier;Arrêt;0,0 ;;;
CP022;;;;;;;22/12/2025 10:59;11:37;0:38:00;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 10:59;10:59;0:00:01;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 10:59;10:59;0:00:01;Hors Chantier;Attente;0,0 ;;;
C106;;;;;;;22/12/2025 10:59;11:04;0:05:01;Hors Chantier;Arrêt;0,0 ;;;
C106;;;;;;;22/12/2025 10:59;11:04;0:05:01;Hors Chantier;Arrêt;0,0 ;;;
C106;;;;;;;22/12/2025 10:59;11:04;0:05:01;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 10:59;10:59;0:00:01;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 10:59;10:59;0:00:01;Hors Chantier;Arrêt;0,0 ;;;
C102;;;;;;;22/12/2025 10:59;11:12;0:12:20;Hors Chantier;Course;3,32 ;;;
PL40;;;;;;;22/12/2025 11:00;11:00;0:00:01;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 11:00;11:00;0:00:01;Hors Chantier;Attente;0,0 ;;;
PL40;;;;;;;22/12/2025 11:00;11:00;0:00:01;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 11:00;11:00;0:00:01;Hors Chantier;Attente;0,0 ;;;
PL49;;;;;;;22/12/2025 11:00;12:06;1:06:28;Hors Chantier;Arrêt;0,0 ;;;
CH20;;;;;;;22/12/2025 11:00;11:18;0:17:37;Hors Chantier;Course;1,57 ;;;
PL40;;;;;;;22/12/2025 11:00;11:00;0:00:01;Hors Chantier;Arrêt;0,0 ;;;
V055;;;;;;;22/12/2025 11:00;11:08;0:07:24;Hors Chantier;Course;4,14 ;;;
C069;;;;;;;22/12/2025 11:00;11:02;0:01:12;Hors Chantier;Attente;0,0 ;;;
C077;;;;;;;22/12/2025 11:01;11:12;0:11:00;Hors Chantier;Attente;0,0 ;;;
C054;;;;;;;22/12/2025 11:01;11:24;0:23:13;Hors Chantier;Attente;0,0 ;;;
C104;;;;;;;22/12/2025 11:01;11:03;0:02:26;Hors Chantier;Attente;0,0 ;;;
V048;;;;;;;22/12/2025 11:01;11:49;0:48:40;Hors Chantier;Course;27,20 ;;;
PL40;;;;;;;22/12/2025 11:01;11:01;0:00:01;Hors Chantier;Arrêt;0,0 ;;;
PL40;;;;;;;22/12/2025 11:01;11:02;0:00:41;Hors Chantier;Arrêt;0,0 ;;;
PK29;;;;;;;22/12/2025 11:01;11:24;0:22:41;Hors Chantier;Arrêt;0,0 ;;;
PK28;;;;;;;22/12/2025 11:01;11:10;0:08:20;Hors Chantier;Course;6,17 ;;;
C107;;;;;;;22/12/2025 11:01;11:04;0:02:19;Hors Chantier;Attente;0,0 ;;;
C069;;;;;;;22/12/2025 11:02;11:07;0:05:09;Hors Chantier;Course;0,7 ;;;
